	cherry1	cherry2	gallium1	gallium2
Mca07987	3411	4243	1892	2288
Mca07988	450	608	413	423
Mca07989	113	214	158	215
Mca07990	606	1018	1082	1612
Mca07991	2601	3543	3477	4204
Mca07992	0	1	4	0
Mca07993	4	4	0	2
Mca07994	2	4	6	4
Mca07995	0	0	2	6
Mca07996	2	14	18	17
Mca07997	0	0	0	0
Mca07998	1	2	0	1
Mca07999	1	0	1	0
Mca08000	1	0	3	2
Mca08001	1204	1833	2542	3404
Mca08002	843	961	841	960
Mca08003	565	683	529	500
Mca08004	213	214	120	160
Mca08005	15	23	13	11
Mca08006	89	129	70	80
Mca08007	4299	5217	9687	10212
Mca08008	95	148	237	242
Mca08009	134	234	243	329
Mca08010	1001	1352	1288	1611
Mca08011	480	617	689	931
Mca08012	11174	14227	37591	37406
Mca08013	178	219	211	208
Mca08014	409	510	543	711
Mca08015	1311	1499	1248	1364
Mca08016	0	0	3	8
Mca08017	12	10	59	62
Mca08018	57	60	113	115
Mca08019	1047	1399	2240	3107
Mca08020	0	0	0	0
Mca08021	0	4	4	4
Mca08022	327	462	304	347
Mca08023	4216	4972	3813	4165
Mca08024	7552	8734	4487	4694
Mca08025	1	2	0	0
Mca08026	512	723	1022	1414
Mca08027	1254	1921	1501	2052
Mca08028	4553	7013	4409	4683
Mca08029	0	0	0	2
Mca08030	478	645	590	821
Mca08031	16	12	16	19
Mca08032	16	14	15	19
Mca08033	560	696	747	758
Mca08034	0	0	0	0
Mca08035	88	163	103	168
Mca08036	916	1180	714	1004
Mca08037	6	0	10	10
Mca08038	471	685	563	677
Mca08039	638	905	844	1060
Mca08040	0	2	8	15
Mca08041	478	804	838	884
Mca08042	863	1211	1367	1435
Mca08043	1369	1407	1195	1182
Mca08044	68	94	67	93
Mca08045	952	1304	1110	1219
Mca08046	1120	1260	1386	1867
Mca08047	2	0	0	4
Mca08048	2	8	4	10
Mca08049	3	3	14	13
Mca08050	215	221	336	361
Mca08051	366	599	884	875
Mca08052	1064	1690	1530	1596
Mca08053	23	29	47	41
Mca08054	404	534	622	586
Mca08055	4	4	0	4
Mca08056	1069	1528	1933	2460
Mca08057	1412	1658	1024	1420
Mca08058	219	378	374	321
Mca08059	598	1016	809	1125
Mca08060	756	1053	1224	1587
Mca08061	3495	4456	4093	5222
Mca08062	2	0	6	0
Mca08063	0	0	0	0
Mca08064	0	0	0	0
Mca08065	628	880	881	983
Mca08066	1424	2051	1797	2213
Mca08067	1185	1492	1192	1441
Mca08068	2	0	0	1
Mca08069	0	0	0	0
Mca08070	0	0	0	0
Mca08071	0	0	0	0
Mca08072	2	6	6	4
Mca08073	0	0	0	0
Mca08074	0	0	0	0
Mca08075	0	0	0	2
Mca08076	0	0	0	0
Mca08077	0	0	0	0
Mca08078	0	0	0	0
Mca08079	6	22	56	38
Mca08080	0	0	0	0
Mca08081	0	0	0	0
Mca08082	0	0	0	1
Mca08083	9	8	6	4
Mca08084	13	25	24	34
Mca08085	179	234	202	224
Mca08086	0	0	0	0
Mca08087	159	271	333	346
Mca08088	14	8	32	37
Mca08089	41	69	288	383
Mca08090	31875	37293	28934	37692
Mca08091	1350	1776	2212	2449
Mca08092	5667	7738	6912	8546
Mca08093	1942	2889	2919	3554
Mca08094	0	0	0	2
Mca08095	894	1319	1365	1418
Mca08096	147	141	302	400
Mca08097	0	0	0	0
Mca08098	0	0	0	0
Mca08099	0	0	0	0
Mca08100	392	552	266	351
Mca08101	2	2	0	0
Mca08102	2	0	1	1
Mca08103	0	6	0	2
Mca08104	0	1	0	5
Mca08105	4543	6101	6774	8093
Mca08106	320	540	559	705
Mca08107	161	227	279	347
Mca08108	17	28	28	34
Mca08109	17	26	30	36
Mca08110	17	26	30	34
Mca08111	2460	3090	3530	4000
Mca08112	7	10	22	16
Mca08113	23	22	31	92
Mca08114	891	1104	1529	1639
Mca08115	2088	2884	2697	3354
Mca08116	813	1059	970	1125
Mca08117	950	1389	1295	1737
Mca08118	2653	2940	3272	4127
Mca08119	0	0	0	2
Mca08120	944	1372	1257	1495
Mca08121	113	229	243	195
Mca08122	3	2	4	4
Mca08123	3	18	25	12
Mca08124	11	44	40	36
Mca08125	0	0	0	1
Mca08126	0	0	0	0
Mca08127	0	0	0	0
Mca08128	13	26	14	18
Mca08129	273	360	238	379
Mca08130	6521	8126	4579	4840
Mca08131	0	0	0	0
Mca08132	0	0	1	0
Mca08133	2	0	0	0
Mca08134	31	58	109	109
Mca08135	7820	11633	8150	9631
Mca08136	59833	73729	67008	98313
Mca08137	0	0	0	0
Mca08138	0	0	0	0
Mca08139	23	33	16	15
Mca08140	187	211	166	161
Mca08141	0	0	18	9
Mca08142	0	2	0	1
Mca08143	1763	3106	2405	2767
Mca08144	1	0	2	2
Mca08145	3904	5996	4980	6000
Mca08146	0	0	0	0
Mca08147	1088	1433	1327	1411
Mca08148	77	93	87	65
Mca08149	880	1235	1050	1035
Mca08150	36	68	31	56
Mca08151	3366	5809	3551	3982
Mca08152	1	0	1	0
Mca08153	0	0	0	0
Mca08154	800	1160	1145	1139
Mca08155	33	46	79	68
Mca08156	537	653	680	768
Mca08157	20874	26569	19751	24394
Mca08158	470	703	916	1209
Mca08159	52	92	142	132
Mca08160	793	1163	1072	1505
Mca08161	0	0	0	2
Mca08162	0	0	0	0
Mca08163	0	0	0	0
Mca08164	0	0	0	0
Mca08165	0	0	0	0
Mca08166	0	0	0	0
Mca08167	773	1249	1137	1670
Mca08168	1289	1736	1857	2097
Mca08169	1370	1496	1716	2124
Mca08170	0	0	0	0
Mca08171	17	38	47	64
Mca08172	1989	2233	1849	2291
Mca08173	17	26	15	7
Mca08174	4078	4851	3536	3477
Mca08175	24744	31971	25083	26184
Mca08176	385	708	729	779
Mca08177	0	0	0	2
Mca08178	11	31	53	76
Mca08179	426	554	547	703
Mca08180	633	770	872	1026
Mca08181	858	1216	726	744
Mca08182	773	1089	919	1083
Mca08183	2	3	5	2
Mca08184	4	2	10	3
Mca08185	194	254	318	354
Mca08186	167	289	371	468
Mca08187	7	17	32	25
Mca08188	1112	1322	1493	1661
Mca08189	1845	2550	1833	2128
Mca08190	3039	3829	2326	2548
Mca08191	0	4	6	8
Mca08192	66	81	105	167
Mca08193	9	10	17	7
Mca08194	205	327	189	175
Mca08195	1405	1908	2274	3293
Mca08196	0	0	0	0
Mca08197	0	0	0	0
Mca08198	0	0	0	0
Mca08199	12	17	33	33
Mca08200	0	0	0	0
Mca08201	0	3	1	2
Mca08202	872	1236	1220	1407
Mca08203	756	1188	1457	2028
Mca08204	161	187	155	151
Mca08205	2	1	4	9
Mca08206	21	38	19	12
Mca08207	371	593	444	492
Mca08208	966	1386	1169	1423
Mca08209	294	451	679	750
Mca08210	5220	6780	5312	6338
Mca08211	2	0	0	0
Mca08212	0	0	0	0
Mca08213	10	8	11	8
Mca08214	120	168	126	142
Mca08215	853	1175	1103	1369
Mca08216	1706	1864	1705	1899
Mca08217	3650	4537	3872	4306
Mca08218	14	26	20	20
Mca08219	3404	4739	5649	5865
Mca08220	1024	1508	2387	2354
Mca08221	33	70	92	108
Mca08222	0	0	3	2
Mca08223	0	0	0	2
Mca08224	55	106	101	96
Mca08225	1746	2644	2847	3417
Mca08226	1528	1648	1916	2338
Mca08227	0	0	0	0
Mca08228	0	0	0	0
Mca08229	0	0	0	0
Mca08230	0	0	0	0
Mca08231	0	0	0	0
Mca08232	0	0	0	0
Mca08233	0	0	0	0
Mca08234	0	0	0	0
Mca08235	0	0	0	0
Mca08236	13	14	14	27
Mca08237	12	15	28	17
Mca08238	0	0	2	0
Mca08239	131	156	118	293
Mca08240	0	0	0	0
Mca08241	0	0	0	0
Mca08242	0	0	0	2
Mca08243	1	2	6	10
Mca08244	4	6	2	0
Mca08245	4	4	0	0
Mca08246	4	4	0	0
Mca08247	0	0	0	2
Mca08248	0	0	0	0
Mca08249	0	0	0	0
Mca08250	0	0	0	0
Mca08251	4	2	0	9
Mca08252	0	0	0	1
Mca08253	0	0	0	0
Mca08254	0	0	0	0
Mca08255	34	84	87	117
Mca08256	59	63	111	114
Mca08257	120	127	269	240
Mca08258	310	421	493	779
Mca08259	7	10	8	21
Mca08260	0	0	2	0
Mca08261	2	2	5	10
Mca08262	2	6	1	0
Mca08263	45	49	124	160
Mca08264	6	8	14	27
Mca08265	276	313	619	644
Mca08266	253	371	488	392
Mca08267	0	2	0	0
Mca08268	1	0	0	0
Mca08269	5	0	2	2
Mca08270	0	0	1	0
Mca08271	36	54	37	73
Mca08272	1204	1674	1694	2263
Mca08273	2026	2469	1291	1680
Mca08274	0	0	0	0
Mca08275	489	572	767	942
Mca08276	0	0	0	0
Mca08277	21	67	23	22
Mca08278	5	13	6	10
Mca08279	255	413	503	522
Mca08280	32	65	52	81
Mca08281	1633	2204	2461	3833
Mca08282	6934	8115	6331	5975
Mca08283	983	899	669	498
Mca08284	44	48	56	50
Mca08285	3238	4731	3320	3299
Mca08286	2	0	5	1
Mca08287	236	463	406	481
Mca08288	1283	1971	2083	2461
Mca08289	0	2	4	8
Mca08290	1070	1437	1089	1219
Mca08291	0	0	0	0
Mca08292	0	4	2	6
Mca08293	0	0	0	0
Mca08294	46	95	174	179
Mca08295	0	2	2	5
Mca08296	0	0	0	0
Mca08297	0	0	0	0
Mca08298	8	0	10	0
Mca08299	673	903	789	897
Mca08300	127	235	427	399
Mca08301	41	98	164	169
Mca08302	65	128	92	162
Mca08303	15	13	27	48
Mca08304	0	0	0	0
Mca08305	4	10	0	8
Mca08306	0	0	1	0
Mca08307	2533	3446	4906	6517
Mca08308	472	659	844	1035
Mca08309	13	31	10	20
Mca08310	310	555	732	749
Mca08311	0	2	0	2
Mca08312	100	166	256	318
Mca08313	0	0	8	4
Mca08314	1	2	4	10
Mca08315	2	0	4	0
Mca08316	1016	1312	842	1062
Mca08317	21	28	17	48
Mca08318	178	339	134	210
Mca08319	11	23	27	21
Mca08320	9	6	13	28
Mca08321	588	851	734	681
Mca08322	0	0	0	0
Mca08323	0	0	0	0
Mca08324	0	0	0	0
Mca08325	1340	1784	1974	2298
Mca08326	2040	2516	3194	4498
Mca08327	198	223	240	319
Mca08328	603	852	1018	1374
Mca08329	0	0	2	0
Mca08330	1	0	0	0
Mca08331	2	7	10	15
Mca08332	402	687	358	356
Mca08333	0	0	0	0
Mca08334	0	0	0	0
Mca08335	70	170	80	83
Mca08336	1466	2006	1112	1408
Mca08337	973	1167	1027	1169
Mca08338	896	1150	1017	1009
Mca08339	606	720	589	799
Mca08340	73	83	92	106
Mca08341	0	0	0	1
Mca08342	0	0	0	0
Mca08343	1	0	0	12
Mca08344	1	2	7	6
Mca08345	0	0	2	0
Mca08346	1723	2147	1865	2407
Mca08347	142	203	60	113
Mca08348	0	0	0	0
Mca08349	0	0	0	0
Mca08350	91	183	174	147
Mca08351	1972	2365	3700	3261
Mca08352	5	2	3	7
Mca08353	4065	4897	1950	2216
Mca08354	0	0	2	8
Mca08355	0	0	6	15
Mca08356	0	2	5	5
Mca08357	0	0	0	0
Mca08358	0	0	0	0
Mca08359	0	0	0	0
Mca08360	8	8	6	13
Mca08361	2	2	2	2
Mca08362	486	841	1120	1257
Mca08363	0	0	0	0
Mca08364	1382	2133	2469	2931
Mca08365	0	0	0	0
Mca08366	0	2	28	43
Mca08367	0	0	0	2
Mca08368	0	0	9	11
Mca08369	1981	2567	2606	3302
Mca08370	817	1384	1365	1548
Mca08371	443	752	672	792
Mca08372	12	12	7	17
Mca08373	11	19	8	17
Mca08374	9217	13551	14601	15271
Mca08375	310	498	541	641
Mca08376	3413	4293	2779	3128
Mca08377	657	776	952	1362
Mca08378	823	878	616	761
Mca08379	23	36	27	31
Mca08380	315	466	329	486
Mca08381	0	2	0	3
Mca08382	2451	3911	7264	11270
Mca08383	74	151	271	354
Mca08384	1484	1830	1980	2563
Mca08385	3062	3856	2355	2057
Mca08386	0	0	0	0
Mca08387	1040	1626	2396	3214
Mca08388	1	5	14	9
Mca08389	4	6	10	14
Mca08390	266	514	625	786
Mca08391	2	4	2	4
Mca08392	2	4	2	6
Mca08393	2	4	4	4
Mca08394	11	17	19	25
Mca08395	0	0	0	0
Mca08396	0	0	0	0
Mca08397	2	0	0	0
Mca08398	0	0	0	0
Mca08399	0	2	3	0
Mca08400	6	9	12	32
Mca08401	37	77	116	129
Mca08402	50	52	78	74
Mca08403	3	0	0	2
Mca08404	0	0	0	2
Mca08405	612	842	1248	1659
Mca08406	260	479	536	567
Mca08407	2	10	38	69
Mca08408	0	0	0	0
Mca08409	6	5	8	14
Mca08410	153	280	463	635
Mca08411	1166	1748	1690	1861
Mca08412	1415	2086	1590	1802
Mca08413	5	6	13	12
Mca08414	0	0	0	0
Mca08415	16	16	30	54
Mca08416	1131	1749	1538	2110
Mca08417	2	2	6	3
Mca08418	38	54	134	138
Mca08419	0	0	0	0
Mca08420	82	140	130	140
Mca08421	0	0	1	0
Mca08422	2	0	0	0
Mca08423	12	25	8	7
Mca08424	0	0	0	0
Mca08425	859	1178	1409	1880
Mca08426	521	679	1162	1724
Mca08427	57	132	138	223
Mca08428	21	34	39	41
Mca08429	9	17	18	13
Mca08430	151	290	242	324
Mca08431	0	0	0	0
Mca08432	34	54	47	33
Mca08433	6	0	3	4
Mca08434	1144	1443	1539	1762
Mca08435	1	3	0	10
Mca08436	15	20	63	94
Mca08437	28	39	89	134
Mca08438	0	0	0	0
Mca08439	0	0	0	0
Mca08440	2	2	16	6
Mca08441	131	202	309	288
Mca08442	2393	3534	3355	4053
Mca08443	2	6	8	7
Mca08444	0	4	1	1
Mca08445	0	0	0	0
Mca08446	2	0	4	4
Mca08447	0	0	0	0
Mca08448	0	0	0	0
Mca08449	0	0	0	0
Mca08450	889	1280	998	1029
Mca08451	13	12	7	9
Mca08452	1124	1692	2300	2881
Mca08453	55	51	202	215
Mca08454	0	0	0	0
Mca08455	0	0	0	0
Mca08456	0	0	0	0
Mca08457	0	0	0	0
Mca08458	154	276	356	401
Mca08459	29	31	29	24
Mca08460	43	79	72	64
Mca08461	28	47	119	115
Mca08462	0	0	0	0
Mca08463	16	14	38	35
Mca08464	28	25	29	70
Mca08465	429	528	378	427
Mca08466	397	597	535	709
Mca08467	799	1198	1365	1887
Mca08468	0	0	0	0
Mca08469	0	0	2	2
Mca08470	6	4	9	16
Mca08471	1728	2160	2401	2798
Mca08472	2186	2644	2722	3875
Mca08473	717	941	960	1033
Mca08474	1207	1862	1675	1964
Mca08475	374	528	575	576
Mca08476	0	0	0	0
Mca08477	0	0	0	0
Mca08478	0	0	0	0
Mca08479	0	0	0	0
Mca08480	0	0	0	0
Mca08481	0	0	0	0
Mca08482	2	5	6	20
Mca08483	1	3	2	4
Mca08484	0	0	0	0
Mca08485	0	0	0	0
Mca08486	0	0	0	0
Mca08487	0	0	0	0
Mca08488	49	58	68	80
Mca08489	1847	2597	1852	1922
Mca08490	1077	1596	1357	1660
Mca08491	178	229	278	307
Mca08492	287	395	377	428
Mca08493	12061	15445	63039	100966
Mca08494	0	0	0	0
Mca08495	22	38	39	76
Mca08496	22	20	40	60
Mca08497	20	30	15	8
Mca08498	247	377	224	211
Mca08499	537	837	861	1116
Mca08500	9295	10868	9378	11106
Mca08501	316	492	652	576
Mca08502	1691	2089	1548	1978
Mca08503	839	1123	1176	1499
Mca08504	53	77	70	85
Mca08505	36	65	53	121
Mca08506	3114	4399	4368	4983
Mca08507	12	14	58	133
Mca08508	2391	3178	2195	2321
Mca08509	90	139	122	172
Mca08510	2327	2927	2417	2923
Mca08511	3178	4656	4356	5002
Mca08512	734	1323	1320	1403
Mca08513	0	0	0	0
Mca08514	1	3	8	1
Mca08515	14	20	18	10
Mca08516	43	65	148	158
Mca08517	0	0	9	2
Mca08518	6	4	74	236
Mca08519	61217	74353	68193	94824
Mca08520	504	786	793	1076
Mca08521	1718	2048	1417	1656
Mca08522	0	4	2	3
Mca08523	0	0	0	2
Mca08524	0	2	0	4
Mca08525	0	0	2	0
Mca08526	9	24	45	68
Mca08527	0	0	0	1
Mca08528	4890	5493	3796	4368
Mca08529	1699	2321	2367	2694
Mca08530	2	10	4	8
Mca08531	413	688	399	563
Mca08532	430	711	694	857
Mca08533	269	429	377	466
Mca08534	109	181	151	218
Mca08535	1609	2292	2679	3659
Mca08536	2104	2694	2549	2849
Mca08537	18	23	29	56
Mca08538	49	78	134	195
Mca08539	7	26	67	69
Mca08540	415	654	755	919
Mca08541	383	589	440	610
Mca08542	1310	1813	1165	1340
Mca08543	0	0	0	0
Mca08544	0	0	0	0
Mca08545	2	5	10	5
Mca08546	2	3	13	3
Mca08547	2335	3254	2353	2364
Mca08548	910	1243	777	919
Mca08549	1313	1738	1460	1955
Mca08550	3741	5003	4983	5987
Mca08551	1329	1632	1463	1692
Mca08552	598	813	1180	1451
Mca08553	60	132	162	168
Mca08554	531	1047	1432	1791
Mca08555	243	624	814	990
Mca08556	413	540	653	755
Mca08557	50369	58783	50407	83892
Mca08558	1113	1497	960	1105
Mca08559	256	390	704	860
Mca08560	11	24	29	32
Mca08561	0	0	8	1
Mca08562	154	219	164	349
Mca08563	161	306	503	605
Mca08564	13	37	60	101
Mca08565	459	672	1031	1477
Mca08566	2	0	1	2
Mca08567	122	195	306	370
Mca08568	38	50	56	35
Mca08569	2	6	0	5
Mca08570	269	387	219	259
Mca08571	18	26	43	35
Mca08572	788	1017	1298	1690
Mca08573	3046	4107	2632	3435
Mca08574	3100	3813	3631	3801
Mca08575	10	3	16	10
Mca08576	16	7	29	26
Mca08577	2588	3498	6049	9189
Mca08578	1432	2406	3573	4281
Mca08579	0	0	0	0
Mca08580	48	103	64	62
Mca08581	4347	6367	2658	2565
Mca08582	730	1116	1070	1020
Mca08583	103	130	108	72
Mca08584	10	13	16	11
Mca08585	4	1	11	9
Mca08586	306	459	436	506
Mca08587	1848	2598	2091	2414
Mca08588	0	0	0	0
Mca08589	0	0	0	0
Mca08590	0	2	0	0
Mca08591	499	840	476	543
Mca08592	15	36	58	50
Mca08593	2	8	4	11
Mca08594	4	0	0	0
Mca08595	23	32	39	51
Mca08596	119	161	205	420
Mca08597	3	4	3	13
Mca08598	1031	1487	807	811
Mca08599	4137	4704	5612	8241
Mca08600	1489	2000	1464	1696
Mca08601	1547	1966	1374	1320
Mca08602	1561	1861	1512	1865
Mca08603	282	436	400	435
Mca08604	526	693	827	1061
Mca08605	132	178	163	198
Mca08606	813	1084	1100	1459
Mca08607	0	0	1	0
Mca08608	61	125	174	189
Mca08609	6054	11348	9099	10608
Mca08610	136	135	229	322
Mca08611	1	1	6	2
Mca08612	41	57	79	129
Mca08613	378	549	658	828
Mca08614	34	28	40	36
Mca08615	969	1302	1016	1817
Mca08616	0	0	0	0
Mca08617	323	557	1039	1755
Mca08618	2397	3145	2729	3210
Mca08619	116	177	179	291
Mca08620	345	417	328	295
Mca08621	1564	2067	2010	2148
Mca08622	42	101	82	120
Mca08623	1854	2497	1583	1735
Mca08624	261	344	260	376
Mca08625	0	8	4	1
Mca08626	4	7	8	8
Mca08627	20	29	15	27
Mca08628	318	477	398	427
Mca08629	5	0	2	6
Mca08630	335	519	297	269
Mca08631	2930	3586	2038	2322
Mca08632	309	486	590	611
Mca08633	7	4	3	7
Mca08634	755	988	784	944
Mca08635	897	1056	880	774
Mca08636	3067	4077	4851	6946
Mca08637	27	34	137	141
Mca08638	441	634	693	979
Mca08639	748	1045	1276	1477
Mca08640	42	93	79	77
Mca08641	3821	5863	4591	5387
Mca08642	0	0	0	0
Mca08643	0	0	0	0
Mca08644	39	55	38	40
Mca08645	0	0	0	0
Mca08646	0	0	0	0
Mca08647	0	0	0	0
Mca08648	0	0	0	0
Mca08649	471	653	1365	1605
Mca08650	0	0	4	1
Mca08651	44	91	110	96
Mca08652	1530	2433	2421	3676
Mca08653	0	2	2	0
Mca08654	4	4	16	6
Mca08655	164	229	148	124
Mca08656	0	0	0	3
Mca08657	0	0	0	3
Mca08658	1485	2035	2058	2585
Mca08659	957	1224	1338	1689
Mca08660	0	0	0	0
Mca08661	6142	6880	19425	19073
Mca08662	0	3	46	62
Mca08663	0	0	15	17
Mca08664	847	1028	1136	1409
Mca08665	2375	2731	1661	1835
Mca08666	91	144	169	212
Mca08667	325	577	709	837
Mca08668	20	38	44	40
Mca08669	717	921	524	586
Mca08670	2972	3609	3440	3941
Mca08671	1356	1625	1519	1512
Mca08672	0	0	0	1
Mca08673	1168	1811	2428	2730
Mca08674	385	516	515	569
Mca08675	0	0	0	0
Mca08676	0	0	0	0
Mca08677	0	0	0	0
Mca08678	0	0	0	0
Mca08679	0	0	0	0
Mca08680	84	154	158	180
Mca08681	60	84	111	112
Mca08682	598	711	883	1035
Mca08683	0	0	0	2
Mca08684	21	30	79	75
Mca08685	36	62	38	44
Mca08686	47	86	74	96
Mca08687	6	7	6	6
Mca08688	14	22	43	31
Mca08689	0	0	0	0
Mca08690	157	224	264	241
Mca08691	1413	1735	1250	1329
Mca08692	3278	3945	3443	3971
Mca08693	8311	12174	9891	12343
Mca08694	11524	13524	11720	12849
Mca08695	0	0	0	0
Mca08696	778	1091	915	1105
Mca08697	1663	2426	2082	2305
Mca08698	845	1144	1931	2148
Mca08699	1454	1837	1165	1228
Mca08700	299	453	271	281
Mca08701	448	644	276	281
Mca08702	2	10	14	24
Mca08703	0	0	0	0
Mca08704	0	0	0	0
Mca08705	223	226	333	430
Mca08706	0	0	2	2
Mca08707	4	0	10	13
Mca08708	2473	3049	2683	3633
Mca08709	46	45	39	41
Mca08710	711	1013	782	1103
Mca08711	0	0	0	0
Mca08712	1	2	1	3
Mca08713	242	414	598	744
Mca08714	0	4	0	1
Mca08715	731	903	617	659
Mca08716	669	988	681	734
Mca08717	2	2	2	0
Mca08718	0	0	0	0
Mca08719	0	0	0	0
Mca08720	6	3	5	5
Mca08721	12	22	45	30
Mca08722	4	2	10	9
Mca08723	0	0	0	0
Mca08724	5353	7348	8316	12784
Mca08725	313	441	320	334
Mca08726	345	420	361	504
Mca08727	434	600	506	717
Mca08728	446	689	1168	1630
Mca08729	20	30	46	69
Mca08730	383	540	528	688
Mca08731	0	4	0	0
Mca08732	0	0	0	0
Mca08733	8	11	18	10
Mca08734	0	0	3	4
Mca08735	628	909	1083	1434
Mca08736	329	632	700	808
Mca08737	98	149	345	405
Mca08738	140	237	243	268
Mca08739	1576	2271	2653	3541
Mca08740	528	623	642	924
Mca08741	57	59	100	144
Mca08742	2	0	1	1
Mca08743	108	139	98	127
Mca08744	175	243	282	398
Mca08745	40	42	23	39
Mca08746	263	363	264	328
Mca08747	2810	3372	2579	3049
Mca08748	11226	14576	9878	10518
Mca08749	0	0	2	0
Mca08750	1066	1585	1334	1576
Mca08751	0	0	0	0
Mca08752	0	2	4	4
Mca08753	2	0	8	10
Mca08754	0	0	0	0
Mca08755	922	1136	876	1007
Mca08756	0	0	0	0
Mca08757	326	570	1254	2057
Mca08758	0	0	0	0
Mca08759	157	269	317	303
Mca08760	1387	1751	2299	2702
Mca08761	8	3	7	9
Mca08762	1497	2002	1649	1916
Mca08763	0	0	1	0
Mca08764	763	948	961	1157
Mca08765	89	117	158	286
Mca08766	2	9	4	10
Mca08767	160	244	258	193
Mca08768	0	0	0	0
Mca08769	4	1	2	0
Mca08770	2	3	10	12
Mca08771	15	19	8	8
Mca08772	2184	3398	2737	3161
Mca08773	2	4	0	4
Mca08774	16	14	19	36
Mca08775	0	0	0	0
Mca08776	0	0	0	0
Mca08777	0	0	0	0
Mca08778	0	0	0	0
Mca08779	0	1	3	6
Mca08780	0	2	2	0
Mca08781	0	0	0	0
Mca08782	1	4	6	6
Mca08783	0	0	0	0
Mca08784	0	0	0	0
Mca08785	0	3	0	0
Mca08786	0	0	0	0
Mca08787	1626	2153	1808	2154
Mca08788	6119	9283	7919	8697
Mca08789	3798	4480	4408	4811
Mca08790	7355	9699	6984	8501
Mca08791	1086	1582	982	1332
Mca08792	2	0	0	2
Mca08793	0	0	0	2
Mca08794	2	10	11	17
Mca08795	0	0	0	2
Mca08796	47	75	35	72
Mca08797	2	6	9	8
Mca08798	0	0	0	0
Mca08799	21	6	22	40
Mca08800	15	25	42	42
Mca08801	0	0	0	0
Mca08802	9	2	19	14
Mca08803	55	49	81	119
Mca08804	469	564	597	808
Mca08805	268	468	535	746
Mca08806	133	187	247	293
Mca08807	0	0	0	0
Mca08808	374	682	1606	2149
Mca08809	0	4	6	4
Mca08810	808	912	1382	1052
Mca08811	0	0	1	0
Mca08812	81	99	99	101
Mca08813	0	1	4	0
Mca08814	2	0	13	2
Mca08815	4	23	17	8
Mca08816	0	2	0	4
Mca08817	1	0	0	0
Mca08818	5	8	10	10
Mca08819	43	63	115	117
Mca08820	84	145	252	323
Mca08821	9	13	38	40
Mca08822	5075	6740	3553	3521
Mca08823	732	1099	808	1146
Mca08824	1544	2137	2220	2914
Mca08825	218	328	263	329
Mca08826	1309	1860	1599	1866
Mca08827	830	1184	753	722
Mca08828	411	583	349	393
Mca08829	13	24	2	0
Mca08830	177	259	313	325
Mca08831	0	2	713	1018
Mca08832	239	332	336	437
Mca08833	333	589	590	838
Mca08834	20365	27146	17086	18973
Mca08835	0	0	0	0
Mca08836	0	0	0	3
Mca08837	541	766	829	1170
Mca08838	12656	18073	14657	15255
Mca08839	379	533	255	228
Mca08840	0	0	3	1
Mca08841	4225	5178	4107	4787
Mca08842	90	95	95	129
Mca08843	2281	3075	2551	3823
Mca08844	4	3	8	6
Mca08845	7	6	10	18
Mca08846	3000	4176	4021	5043
Mca08847	1131	1496	1255	1886
Mca08848	2	0	0	0
Mca08849	384	477	382	674
Mca08850	51	70	90	106
Mca08851	11	32	7	19
Mca08852	143	212	191	146
Mca08853	53	82	82	48
Mca08854	65	132	110	151
Mca08855	1279	1449	1154	1246
Mca08856	2	4	8	13
Mca08857	0	0	1	1
Mca08858	0	0	1	0
Mca08859	0	0	0	0
Mca08860	0	0	0	0
Mca08861	0	0	2	1
Mca08862	0	0	0	0
Mca08863	359	514	548	557
Mca08864	252	421	314	384
Mca08865	759	1068	1233	1483
Mca08866	0	0	0	2
Mca08867	4	10	0	0
Mca08868	0	4	0	0
Mca08869	0	0	0	0
Mca08870	711	877	817	1105
Mca08871	0	0	0	0
Mca08872	0	0	0	2
Mca08873	1287	1649	1560	1857
Mca08874	383	521	379	400
Mca08875	783	1140	1182	1531
Mca08876	412	521	705	775
Mca08877	10629	14610	6493	7374
Mca08878	1628	2459	1454	1955
Mca08879	4	0	2	3
Mca08880	480	722	939	1119
Mca08881	441	770	981	1110
Mca08882	0	0	2	2
Mca08883	325	439	536	637
Mca08884	691	980	1430	1990
Mca08885	855	1228	865	744
Mca08886	18	24	20	40
Mca08887	8893	11527	6961	7488
Mca08888	257	477	394	655
Mca08889	0	0	0	0
Mca08890	0	0	0	0
Mca08891	2	12	20	28
Mca08892	0	8	5	4
Mca08893	241	382	214	174
Mca08894	1811	2462	1648	1721
Mca08895	740	995	1093	1346
Mca08896	168	275	350	391
Mca08897	33	56	58	69
Mca08898	57	111	165	243
Mca08899	0	0	0	0
Mca08900	0	0	0	0
Mca08901	0	0	0	0
Mca08902	0	0	0	0
Mca08903	0	0	0	0
Mca08904	0	0	0	0
Mca08905	0	0	0	0
Mca08906	0	0	0	0
Mca08907	0	0	0	0
Mca08908	0	0	0	0
Mca08909	2	5	0	0
Mca08910	0	4	2	8
Mca08911	0	0	0	0
Mca08912	0	0	0	0
Mca08913	0	0	0	0
Mca08914	0	0	0	0
Mca08915	0	0	0	0
Mca08916	0	0	2	0
Mca08917	1980	2732	3012	2827
Mca08918	5939	6897	6953	6494
Mca08919	1187	1610	2119	4089
Mca08920	0	0	2	0
Mca08921	0	0	0	0
Mca08922	0	0	0	0
Mca08923	2	0	0	0
Mca08924	311	500	650	699
